Symbol;Name;LastSale;MarketCap;Sector;Industry;Exchange;BookValuePerShare
CYBX;Cyberonics, Inc.;61.18;1641707363;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;8.94
CYCC;Cyclacel Pharmaceuticals, Inc.;3.05;69163248.75;Health Care;Major Pharmaceuticals;NASDAQ;1.26
CYCCP;Cyclacel Pharmaceuticals, Inc.;8.5;2849820.5;Health Care;Major Pharmaceuticals;NASDAQ;1.26
CYNO;Cynosure, Inc.;21.44;478491423.7;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;15.18
CYOU;Changyou.com Limited;26.94;1423431285;Technology;Computer Software: Prepackaged Software;NASDAQ;16.41
CYRN;CYREN Ltd.;2.9;79258943;Consumer Services;Telecommunications Equipment;NASDAQ;1.01
CYTK;Cytokinetics, Incorporated;4.71;172427358.5;Health Care;Major Pharmaceuticals;NASDAQ;2.39
CYTR;CytRx Corporation;4.03;224779387.7;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;1.76
CZFC;Citizens First Corporation;10.7;21065913.9;Finance;Major Banks;NASDAQ;14.35
CZNC;Citizens & Northern Corp;18.48;229715307.4;Finance;Major Banks;NASDAQ;14.87
CZWI;Citizens Community Bancorp, Inc.;8;41342696;Finance;Savings Institutions;NASDAQ;10.71
CSBK;Clifton Bancorp Inc.;12;317728728;Finance;Savings Institutions;NASDAQ;7.64
CSCD;Cascade Microtech, Inc.;11.95;193966628.2;Capital Goods;Electrical Products;NASDAQ;6.09
CSCO;Cisco Systems, Inc.;24.78;1.27E+11;Technology;Computer Communications Equipment;NASDAQ;10.9
CSFL;CenterState Banks, Inc.;10.69;379915106.3;Finance;Major Banks;NASDAQ;9.38
CSGP;CoStar Group, Inc.;159.05;4575607658;Miscellaneous;Business Services;NASDAQ;32.32
CSGS;CSG Systems International, Inc.;25.68;875448431.3;Technology;EDP Services;NASDAQ;11.52
CSII;Cardiovascular Systems, Inc.;28.06;868300790;Health Care;Medical/Dental Instruments;NASDAQ;5.06
CSIQ;Canadian Solar Inc.;25.6;1388278861;Technology;Semiconductors;NASDAQ;9.4
CSOD;Cornerstone OnDemand, Inc.;39.5;2099277981;Technology;Computer Software: Prepackaged Software;NASDAQ;0.96
CSPI;CSP Inc.;6.6501;23864821.51;Technology;EDP Services;NASDAQ;6.44
CSRE;CSR plc;39.83;1685241036;Technology;Semiconductors;NASDAQ;15.73
CSTE;CaesarStone Sdot-Yam Ltd.;45.97;1600162835;Capital Goods;Building Materials;NASDAQ;8.05
CSWC;Capital Southwest Corporation;35.8;547222475.2;NA;NA;NASDAQ;50.25
DAEG;Daegis Inc;1.2;19661332.8;Technology;Computer Software: Prepackaged Software;NASDAQ;0.31
DAIO;Data I/O Corporation;2.63;20483928.58;Capital Goods;Electrical Products;NASDAQ;1.59
DAKT;Daktronics, Inc.;11.97;516163241.8;Consumer Durables;Miscellaneous manufacturing industries;NASDAQ;4.7
DARA;DARA Biosciences, Inc.;1.19;10012695.7;Health Care;Major Pharmaceuticals;NASDAQ;1.16
DATE;Jiayuan.com International Ltd.;5.67;185336968.3;Technology;EDP Services;NASDAQ;1.93
DAVE;"Famous Dave&#39;s of America, Inc.";32.1;229740117.3;Consumer Services;Restaurants;NASDAQ;4.32
DCIN;Digital Cinema Destinations Corp.;5.8;46765823.4;Consumer Services;Movies/Entertainment;NASDAQ;2.89
DCIX;Diana Containerships Inc.;2.68;97835021.4;Transportation;Marine Transportation;NASDAQ;4.49
DCOM;Dime Community Bancshares, Inc.;15.07;555470359.3;Finance;Savings Institutions;NASDAQ;12.34
DCTH;Delcath Systems, Inc.;2.59;24455290.23;Health Care;Medical/Dental Instruments;NASDAQ;3.15
DENN;"Denny&#39;s Corporation";6.54;569542250.3;Consumer Services;Restaurants;NASDAQ;0.07
DEPO;Depomed, Inc.;12.68;735331395.8;Health Care;Major Pharmaceuticals;NASDAQ;2.77
DEST;Destination Maternity Corporation;23.05;315912097.7;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;9.22
DFRG;"Del Frisco&#39;s Restaurant Group, Inc.";27.3;645089226.6;Consumer Services;Restaurants;NASDAQ;8.55
DFZ;R.G. Barry Corporation;18.88;211004598.1;Consumer Non-Durables;Shoe Manufacturing;NASDAQ;8.63
DGAS;Delta Natural Gas Company, Inc.;19.88;137890582.5;Public Utilities;Oil & Gas Production;NASDAQ;10.93
DGICA;Donegal Group, Inc.;14.62;387639680;Finance;Property-Casualty Insurers;NASDAQ;15.18
DGICB;Donegal Group, Inc.;23.02;610360152.8;Finance;Property-Casualty Insurers;NASDAQ;15.18
DGII;Digi International Inc.;8.55;216939363.8;Technology;Computer Communications Equipment;NASDAQ;10.84
DGLY;Digital Ally, Inc.;4.99;11454809.47;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;2.75
DHIL;Diamond Hill Investment Group, Inc.;120.76;398176513.8;Finance;Investment Managers;NASDAQ;17.06
DHRM;Dehaier Medical Systems Limited;5.49;30253743;Health Care;Medical/Dental Instruments;NASDAQ;7.68
DIOD;Diodes Incorporated;27.27;1276121030;Technology;Semiconductors;NASDAQ;15.28
DISCA;Discovery Communications, Inc.;77.66;17824838034;Consumer Services;Television Services;NASDAQ;17.86
DISCB;Discovery Communications, Inc.;77.67;17827133274;Consumer Services;Television Services;NASDAQ;17.86
DISCK;Discovery Communications, Inc.;76.6;17581542536;Consumer Services;Television Services;NASDAQ;17.86
DISH;DISH Network Corporation;59.1;27127516827;Consumer Services;Television Services;NASDAQ;2.46
DJCO;Daily Journal Corp. (S.C.);171.3;236521789.8;Consumer Services;Newspapers/Magazines;NASDAQ;76.65
DLHC;DLH Holdings Corp.;1.527;14663434.37;Technology;Professional Services;NASDAQ;0.91
DLIA;dELIA*s Inc.;0.68;48137455.68;Consumer Services;Catalog/Specialty Distribution;NASDAQ;0.4
DLLR;DFC Global Corp;9.41;363558775.2;Finance;Investment Bankers/Brokers/Service;NASDAQ;8.07
DLNG;Dynagas LNG Partners LP;23.88;715683600;Consumer Services;Marine Transportation;NASDAQ;8.78
DLTR;Dollar Tree, Inc.;53.32;11027384651;Consumer Services;Department/Specialty Retail Stores;NASDAQ;6.37
DMLP;Dorchester Minerals, L.P.;28.23;865967417.1;Energy;Oil & Gas Production;NASDAQ;3.48
DMND;Diamond Foods, Inc.;31.99;1004098601;Consumer Non-Durables;Packaged Foods;NASDAQ;5.84
DMRC;Digimarc Corporation;30.78;231683584;Technology;EDP Services;NASDAQ;6.98
DNBF;DNB Financial Corp;21.25;58715853.75;Finance;Major Banks;NASDAQ;17.08
DNKN;"Dunkin&#39; Brands Group, Inc.";45.97;4888660618;Consumer Services;Restaurants;NASDAQ;3.68
DORM;Dorman Products, Inc.;52.7;1923515113;Capital Goods;Auto Parts:O.E.M.;NASDAQ;12.01
DOVR;Dover Saddlery, Inc.;5.25;28162249.5;Consumer Services;Other Specialty Stores;NASDAQ;2.96
DOX;Amdocs Limited;48.17;7706332940;Technology;EDP Services;NASDAQ;21.31
DPRX;Dipexium Pharmaceuticals, Inc.;9.19;78463089.63;Health Care;Major Pharmaceuticals;NASDAQ;4.17
DRAD;Digirad Corporation;3.48;64394890.92;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;1.75
DRAM;Dataram Corporation;2.65;5577354.3;Technology;Electronic Components;NASDAQ;0.79
DRIV;Digital River, Inc.;15.15;494701646.1;Technology;Retail: Computer Software & Peripheral Equipment;NASDAQ;12.1
DRNA;Dicerna Pharmaceuticals, Inc.;15.97;283675924.5;Health Care;Major Pharmaceuticals;NASDAQ;7.28
DRRX;Durect Corporation;1.38;152521577.2;Health Care;Major Pharmaceuticals;NASDAQ;0.27
DRTX;Durata Therapeutics, Inc.;15.78;420410365.5;Health Care;Major Pharmaceuticals;NASDAQ;0.73
DRWI;DragonWave Inc;1.27;73931225.01;Public Utilities;Telecommunications Equipment;NASDAQ;0.72
DRYS;DryShips Inc.;2.96;1346398390;Transportation;Marine Transportation;NASDAQ;6.15
DSCI;Derma Sciences, Inc.;9.91;249554026.3;Health Care;Medical/Dental Instruments;NASDAQ;6.01
DSCO;Discovery Laboratories, Inc.;1.8;153094105.8;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.57
DSGX;The Descartes Systems Group Inc.;13.28;845699655.8;Technology;Computer Software: Prepackaged Software;NASDAQ;4.05
DSKX;DS Healthcare Group, Inc.;1.82;29243314.1;Consumer Non-Durables;Package Goods/Cosmetics;NASDAQ;0.34
DSPG;DSP Group, Inc.;8.32;184263780.5;Technology;Semiconductors;NASDAQ;6.5
DSWL;Deswell Industries, Inc.;2.12;34052843.44;Consumer Non-Durables;Plastic Products;NASDAQ;5.82
DTLK;Datalink Corporation;9.24;207844486.1;Technology;EDP Services;NASDAQ;6.48
DTSI;DTS, Inc.;17.4;295249290;Miscellaneous;Multi-Sector Companies;NASDAQ;10.59
DVAX;Dynavax Technologies Corporation;1.4;367998341.2;Health Care;Major Pharmaceuticals;NASDAQ;0.66
DVCR;Diversicare Healthcare Services Inc.;6.78;41771654.58;Health Care;Hospital/Nursing Management;NASDAQ;1.12
DWA;Dreamworks Animation SKG, Inc.;27.93;2363880268;Consumer Services;Movies/Entertainment;NASDAQ;16.19
DWCH;Datawatch Corporation;14.11;151210153.6;Technology;Computer Software: Prepackaged Software;NASDAQ;9.11
DWSN;Dawson Geophysical Company;26.06;210145390.4;Energy;Oil & Gas Production;NASDAQ;26.6
DXCM;DexCom, Inc.;33.24;2490269567;Health Care;Medical/Dental Instruments;NASDAQ;1.2
DXLG;Destination XL Group, Inc.;5.24;264842170.8;Consumer Services;Clothing/Shoe/Accessory Stores;NASDAQ;2.11
DXPE;DXP Enterprises, Inc.;70.44;1024459003;Capital Goods;Industrial Machinery/Components;NASDAQ;21.41
DXYN;The Dixie Group, Inc.;10.99;165128706.4;Consumer Durables;Home Furnishings;NASDAQ;5.77
DYAX;Dyax Corp.;7.98;1083695340;Health Care;Biotechnology: Commercial Physical & Biological Resarch;NASDAQ;0.76
DYNT;Dynatronics Corporation;3.25;8191264.25;NA;NA;NASDAQ;2.4
DYSL;Dynasil Corporation of America;1.63;25335526.84;Capital Goods;Industrial Machinery/Components;NASDAQ;0.82
EA;Electronic Arts Inc.;34.56;10870489855;Technology;Computer Software: Prepackaged Software;NASDAQ;7.78
EAC;Erickson Incorporated;15.35;211997867.6;Capital Goods;Aerospace;NASDAQ;13.44
EAGL;Silver Eagle Acquisition Corp.;9.8;398125000;Finance;Business Services;NASDAQ;0.51
EBAY;eBay Inc.;50.49;63988128985;Miscellaneous;Business Services;NASDAQ;15.48
EBIO;Eleven Biotherapeutics, Inc.;10.96;178229865;Health Care;Major Pharmaceuticals;NASDAQ;2.88
EBIX;Ebix, Inc.;15.09;579221275.1;Technology;EDP Services;NASDAQ;11.09
EBMT;Eagle Bancorp Montana, Inc.;10.6;41535029.4;Finance;Savings Institutions;NASDAQ;12.63
EBSB;Meridian Interstate Bancorp, Inc.;25.41;564921193;Finance;Banks;NASDAQ;11.8
EBTC;Enterprise Bancorp Inc;19.02;192459804.2;Finance;Major Banks;NASDAQ;15.39
ECHO;Echo Global Logistics, Inc.;18.39;431932899.8;Transportation;Oil Refining/Marketing;NASDAQ;7.05
ECOL;US Ecology, Inc.;48.43;1043725730;Public Utilities;Environmental Services;NASDAQ;10.96
ECPG;Encore Capital Group Inc;43.1;1107994672;Finance;Finance Companies;NASDAQ;21.7
ECTE;Echo Therapeutics, Inc.;1.81;21683734.84;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;1.58
ECYT;Endocyte, Inc.;6.52;270611152.6;Health Care;Major Pharmaceuticals;NASDAQ;2.42
EDAP;EDAP TMS S.A.;3.27;71252220.9;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;0.58
EDGW;Edgewater Technology, Inc.;7.25;81333762.5;Technology;Computer Software: Programming, Data Processing;NASDAQ;6.25
EDS;Exceed Company Ltd.;1.5846;52515253.95;Consumer Non-Durables;Shoe Manufacturing;NASDAQ;11.52
EDUC;Educational Development Corporation;3.9;15557591.4;Consumer Durables;Consumer Specialties;NASDAQ;3.16
EEFT;Euronet Worldwide, Inc.;46.88;2388968562;Finance;Investment Bankers/Brokers/Service;NASDAQ;12.97
EEI;Ecology and Environment, Inc.;10.83;46457451;Consumer Services;Military/Government/Technical;NASDAQ;9.21
EFII;Electronics for Imaging, Inc.;40.16;1870796492;Technology;Computer Communications Equipment;NASDAQ;16.12
EFSC;Enterprise Financial Services Corporation;17.56;346882031.1;Finance;Major Banks;NASDAQ;14.79
EFUT;eFuture Information Technology Inc.;3.82;14978892.32;Technology;EDP Services;NASDAQ;4.67
EGAN;eGain Corporation;6.5;165453632.5;Technology;Computer Software: Prepackaged Software;NASDAQ;0.14
EGBN;Eagle Bancorp, Inc.;32.75;850868612.8;Finance;Major Banks;NASDAQ;13.62
EGHT;8x8 Inc;7.27;643839109.8;Public Utilities;Telecommunications Equipment;NASDAQ;3.14
EGLE;Eagle Bulk Shipping Inc.;3.21;54256103.73;Transportation;Marine Transportation;NASDAQ;29.98
EGLT;Egalet Corporation;13.36;230575737.7;Health Care;Major Pharmaceuticals;NASDAQ;4.35
EGOV;NIC Inc.;16.39;1068911350;Consumer Services;Professional Services;NASDAQ;1.57
EGRX;Eagle Pharmaceuticals, Inc.;11.65;163334549.5;Health Care;Major Pharmaceuticals;NASDAQ;3.19
EGT;Entertainment Gaming Asia Incorporated;0.6439;19382782.11;Consumer Durables;Miscellaneous manufacturing industries;NASDAQ;0.93
EHTH;eHealth, Inc.;35.99;684671132.7;Finance;Specialty Insurers;NASDAQ;7.16
EIGI;Endurance International Group Holdings, Inc.;13;1678107392;Technology;Computer Software: Prepackaged Software;NASDAQ;1.27
ELGX;Endologix, Inc.;12.84;821936639.9;Health Care;Medical/Dental Instruments;NASDAQ;1.74
ELNK;EarthLink Holdings Corp.;3.63;371554995.2;Technology;Computer Software: Programming, Data Processing;NASDAQ;1.29
ELON;Echelon Corporation;2.5;108416390;Technology;Computer Communications Equipment;NASDAQ;1.48
ELOS;Syneron Medical Ltd.;10.84;397075552.2;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;6.33
ELRC;Electro Rent Corporation;16.14;387484407.1;Technology;Diversified Commercial Services;NASDAQ;9.62
ELSE;Electro-Sensors, Inc.;4.11;13955591.31;Capital Goods;Industrial Machinery/Components;NASDAQ;3.33
ELTK;Eltek Ltd.;1.31;13287018.22;Technology;Electrical Products;NASDAQ;1.31
EMCF;Emclaire Financial Corp;25.74;45563866.92;Finance;Major Banks;NASDAQ;23.13
EMCI;EMC Insurance Group Inc.;30.65;412546578.7;Finance;Property-Casualty Insurers;NASDAQ;35.42
EMITF;Elbit Imaging Ltd.;0.1815;100393915.2;Consumer Services;Building operators;NASDAQ;9.22
EMKR;EMCORE Corporation;4.16;127465757.1;Technology;Semiconductors;NASDAQ;3.16
EML;Eastern Company (The);15.68;97570760;Capital Goods;Industrial Machinery/Components;NASDAQ;13.2
EMMS;Emmis Communications Corporation;2.78;119679789.5;Consumer Services;Broadcasting;NASDAQ;0.85
EMMSP;Emmis Communications Corporation;14.51;19312679.41;Consumer Services;Broadcasting;NASDAQ;0.85
ENDP;Endo International plc;69.75;10586079563;Health Care;Major Pharmaceuticals;NASDAQ;19.5
ENG;ENGlobal Corporation;3.43;92894213.23;Consumer Services;Military/Government/Technical;NASDAQ;0.88
ENMD;EntreMed, Inc.;1.745;47185548.61;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.51
ENOC;EnerNOC, Inc.;17.93;544120741.8;Technology;Computer Software: Programming, Data Processing;NASDAQ;8.54
ENPH;Enphase Energy, Inc.;8.43;359227708;Technology;Semiconductors;NASDAQ;0.86
ENSG;The Ensign Group, Inc.;47.53;1056020019;Health Care;Hospital/Nursing Management;NASDAQ;16.71
ENT;Global Eagle Entertainment Inc.;10.27;542942724.1;Consumer Services;Telecommunications Equipment;NASDAQ;4.47
ENTA;Enanta Pharmaceuticals, Inc.;38.32;710370182.1;Health Care;Major Pharmaceuticals;NASDAQ;5.51
ENTG;Entegris, Inc.;11.48;1597651051;Consumer Non-Durables;Plastic Products;NASDAQ;5.55
ENTR;Entropic Communications, Inc.;3.23;287013081;Technology;Semiconductors;NASDAQ;2.73
ENVE;Enventis Corporation;13.06;178326960.3;NA;NA;NASDAQ;3.67
ENVI;Envivio, Inc.;2.32;62990668;Technology;Radio And Television Broadcasting And Communications Equipment;NASDAQ;1.54
ENZN;Enzon Pharmaceuticals, Inc.;0.8882;39164137.14;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;0.31
EONC;eOn Communications Corporation;2.62;7576026.06;Public Utilities;Telecommunications Equipment;NASDAQ;1.55
EOPN;E2open, Inc.;17.41;501844956.2;Technology;Computer Software: Prepackaged Software;NASDAQ;2.08
EPAX;Ambassadors Group, Inc.;4.13;70369859.91;Consumer Services;Other Consumer Services;NASDAQ;2.86
EPAY;Bottomline Technologies, Inc.;28.37;1116599028;Technology;Computer Software: Prepackaged Software;NASDAQ;10.18
EPIQ;EPIQ Systems, Inc.;12.09;431416513.3;Technology;EDP Services;NASDAQ;9.15
EPZM;Epizyme, Inc.;22.03;730397798.7;Health Care;Major Pharmaceuticals;NASDAQ;6.1
EQIX;Equinix, Inc.;200.07;9963123673;Public Utilities;Telecommunications Equipment;NASDAQ;50.52
ERIE;Erie Indemnity Company;75.65;3960000697;Finance;Specialty Insurers;NASDAQ;14.16
ERII;Energy Recovery, Inc.;5.42;279179961.6;Technology;Industrial Machinery/Components;NASDAQ;1.63
EROC;Eagle Rock Energy Partners, L.P.;4.37;698147651.6;Energy;Oil & Gas Production;NASDAQ;3.41
ERS;Empire Resources, Inc.;4.1;35541116.5;Basic Industries;Metal Fabrications;NASDAQ;5.3
ESBF;ESB Financial Corporation;12.25;217475487.3;Finance;Savings Institutions;NASDAQ;11.13
ESBK;Elmira Savings Bank NY (The);22.499;56306964.86;Finance;Major Banks;NASDAQ;16.78
ESCA;Escalade, Incorporated;15.94;219913436.4;Consumer Non-Durables;Recreational Products/Toys;NASDAQ;6.53
ESCR;Escalera Resources Co.;2.65;37321868.6;Energy;Oil & Gas Production;NASDAQ;1.98
ESEA;Euroseas Ltd.;1.17;66559103.91;Transportation;Marine Transportation;NASDAQ;2.57
ESGR;Enstar Group Limited;139.91;2592235691;Finance;Property-Casualty Insurers;NASDAQ;107.8
ESIO;Electro Scientific Industries, Inc.;6.98;208810776.3;Miscellaneous;Industrial Machinery/Components;NASDAQ;7.4
ESLT;Elbit Systems Ltd.;62.25;2656164423;Capital Goods;Military/Government/Technical;NASDAQ;28.4
ESMC;Escalon Medical Corp.;1.42;10687530.6;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;0.51
ESPR;Esperion Therapeutics, Inc.;14.44;222292623.4;Health Care;Major Pharmaceuticals;NASDAQ;4.36
ESRX;Express Scripts Holding Company;70.04;54181543200;Health Care;Medical/Nursing Services;NASDAQ;28.28
ESSA;ESSA Bancorp, Inc.;10.56;125362807.7;Finance;Banks;NASDAQ;15.45
ESSX;Essex Rental Corporation;2.5;62001850;NA;NA;NASDAQ;2.55
ESXB;Community Bankers Trust Corporation.;4.14;89921714.94;Finance;Major Banks;NASDAQ;4.56
ESYS;Elecsys Corporation;12.2;46569449.6;Capital Goods;Industrial Machinery/Components;NASDAQ;3.91
ETFC;E*TRADE Financial Corporation;20.46;5903381845;Finance;Savings Institutions;NASDAQ;17.47
ETRM;EnteroMedics Inc.;2.03;136409520.2;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus;NASDAQ;0.26
EVAR;Lombard Medical, Inc.;7.61;123173915.2;Health Care;Medical/Dental Instruments;NASDAQ;1.1
EVBS;Eastern Virginia Bankshares, Inc.;6.75;80070977.25;Finance;Major Banks;NASDAQ;8.6
EVEP;EV Energy Partners, L.P.;37.28;1810764868;Energy;Oil & Gas Production;NASDAQ;21.5
EVOK;Evoke Pharma, Inc.;7.2;43916738.4;Health Care;Major Pharmaceuticals;NASDAQ;3.03
EVOL;Evolving Systems, Inc.;8.2;95382195;Technology;EDP Services;NASDAQ;2.82
EWBC;East West Bancorp, Inc.;33.9;4860950086;Finance;Major Banks;NASDAQ;18.34
EXA;Exa Corporation;9.64;132596349.1;Technology;Computer Software: Prepackaged Software;NASDAQ;1.39
EXAC;Exactech, Inc.;23.29;318087902.9;Health Care;Industrial Specialties;NASDAQ;14.52
EXAS;EXACT Sciences Corporation;13.4;1109187881;Health Care;Biotechnology: Commercial Physical & Biological Resarch;NASDAQ;1.71
EXEL;Exelixis, Inc.;3.26;634705533.7;Health Care;Biotechnology: Commercial Physical & Biological Resarch;NASDAQ;0.37
EXFO;EXFO Inc;4.26;122277110.2;Capital Goods;Electrical Products;NASDAQ;3.68
EXLP;Exterran Partners, L.P.;27.84;1549661539;Public Utilities;Natural Gas Distribution;NASDAQ;11.27
EXLS;ExlService Holdings, Inc.;28.22;946987344.6;Miscellaneous;Business Services;NASDAQ;12.09
EXPD;Expeditors International of Washington, Inc.;45.88;9055536921;Transportation;Oil Refining/Marketing;NASDAQ;9.93
EXPE;Expedia, Inc.;74.22;8686390545;Consumer Services;Transportation Services;NASDAQ;15.37
EXPO;Exponent, Inc.;71;930298871;Consumer Services;Professional Services;NASDAQ;18.39
EXTR;Extreme Networks, Inc.;3.85;371491874.6;Technology;Computer Communications Equipment;NASDAQ;1.72
EXXI;Energy XXI (Bermuda) Limited;20.76;1460335150;Energy;Oil & Gas Production;NASDAQ;18.95
EZCH;EZchip Semiconductor Limited;24.57;714822970.7;Technology;Computer Communications Equipment;NASDAQ;11.05
EZPW;EZCORP, Inc.;12.29;668356549.8;Consumer Services;Other Specialty Stores;NASDAQ;17.55
FALC;FalconStor Software, Inc.;1.55;74449192.35;Technology;Computer Software: Prepackaged Software;NASDAQ;0.07
FANG;Diamondback Energy, Inc.;76.11;3865580092;Energy;Oil & Gas Production;NASDAQ;21.36
FARM;Farmer Brothers Company;19.96;330544366.4;Consumer Non-Durables;Packaged Foods;NASDAQ;7.75
FARO;FARO Technologies, Inc.;42.61;734321906.4;Capital Goods;Industrial Machinery/Components;NASDAQ;18.79
FAST;Fastenal Company;49.1;14564980743;Consumer Services;RETAIL: Building Materials;NASDAQ;6.07
FATE;Fate Therapeutics, Inc.;6.71;137652744.6;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);NASDAQ;2.21
FB;Facebook, Inc.;63.08;1.62E+11;Technology;Computer Software: Programming, Data Processing;NASDAQ;6.56
FBIZ;First Business Financial Services, Inc.;47.38;186904387.1;Finance;Major Banks;NASDAQ;28.44
FBMS;The First Bancshares, Inc.;14.21;73171268.8;Finance;Major Banks;NASDAQ;13.69
FBNC;First Bancorp;17.6;346637561.6;Finance;Major Banks;NASDAQ;15.5
FBNK;First Connecticut Bancorp, Inc.;15.24;246186899;Finance;Banks;NASDAQ;15.28
